AUROC,AUPRC,MCC,Accuracy,F1,threshold,MCC_tuned,Accuracy_tuned,F1_tuned,threshold_tuned,fold,model,featurization,target,split,fp_size
0.9561218836565097,0.953358663540678,0.727532837268552,0.8578947368421053,0.8695652173913043,0.5,0.724618743900247,0.8473684210526315,0.8220858895705522,0.5398041159150424,0,RF,morgan_delta_opp,R/S_class,test,512
0.9879879145047437,0.9821504662864041,0.8532829829647205,0.9235192639447959,0.9186046511627907,0.5,0.8231951702722088,0.9042553191489362,0.8943192637258013,0.5204647569614727,1,RF,morgan_delta_opp,R/S_class,train,512
0.9304709141274239,0.9263601155958049,0.6727682915656484,0.8315789473684211,0.8160919540229885,0.5,0.7160390103945313,0.8473684210526315,0.8263473053892215,0.5204647569614727,1,RF,morgan_delta_opp,R/S_class,val,512
0.9198337950138504,0.9245220053854684,0.6132846549348298,0.8052631578947368,0.7955801104972375,0.5,0.6044260484868837,0.7947368421052632,0.7692307692307693,0.5204647569614727,1,RF,morgan_delta_opp,R/S_class,test,512
0.9865914756717737,0.9814166947826186,0.8442547412812701,0.918918918918919,0.9136029411764706,0.5,0.8352416234772465,0.9114433582518688,0.9031446540880503,0.5154940569580897,2,RF,morgan_delta_opp,R/S_class,train,512
0.9436011080332409,0.9438235716022165,0.6994414406088407,0.8473684210526315,0.8379888268156425,0.5,0.7182741194056599,0.8526315789473684,0.8372093023255814,0.5154940569580897,2,RF,morgan_delta_opp,R/S_class,val,512
0.9621052631578947,0.9546473042693631,0.8036143754318459,0.9,0.8950276243093923,0.5,0.7489308618940976,0.868421052631579,0.8554913294797688,0.5154940569580897,2,RF,morgan_delta_opp,R/S_class,test,512
0.9872458807038476,0.9818091450103469,0.8494163428429901,0.9206440483036228,0.9257665411511565,0.5,0.849100509855276,0.9200690051753881,0.9254691689008043,0.4970821057181492,3,RF,morgan_delta_opp,R/S_class,train,512
0.9061495844875347,0.9067617486392976,0.6396021490668312,0.8157894736842105,0.8292682926829268,0.5,0.6514105680238819,0.8210526315789474,0.8349514563106796,0.4970821057181492,3,RF,morgan_delta_opp,R/S_class,val,512
0.8844321329639889,0.887603043024842,0.531313927552782,0.7631578947368421,0.7783251231527094,0.5,0.5427682282919858,0.7684210526315789,0.7843137254901961,0.4970821057181492,3,RF,morgan_delta_opp,R/S_class,test,512
0.9890300355045317,0.9839591947492834,0.8576437996072638,0.925531914893617,0.9206251915415262,0.5,0.8429610448687327,0.9163312248418631,0.9223793011469725,0.4851913269056435,4,RF,morgan_delta_opp,R/S_class,train,512
0.9465927977839335,0.9402702878010593,0.7154837386491817,0.8526315789473684,0.8390804597701149,0.5,0.7489308618940976,0.868421052631579,0.8792270531400966,0.4851913269056435,4,RF,morgan_delta_opp,R/S_class,val,512
0.9603324099722992,0.956129069815362,0.765092055676006,0.8789473684210526,0.8700564971751412,0.5,0.7489308618940976,0.868421052631579,0.8792270531400966,0.4851913269056435,4,RF,morgan_delta_opp,R/S_class,test,512
